comment,cleaned_comment,lang
"Sy cuman berpesan Pak Prabowo jadilah diri anda sendiri. Lakukan yg terbaik bagi bangsa ini. Bersikap adillah pada semua rakyat baik yg dulu memilih bapak maupun yg tdk memilih bapak. Penegakan hukum jangan tebang pilih, klau ada yg korupsi hrs disikat walaupun itu org yg mendukung bapak. Semoga sehat dan sukses selalu Pak Prabowo🙏",sy cuman berpesan pak prabowo jadilah diri anda sendiri lakukan yg terbaik bagi bangsa ini bersikap adillah pada semua rakyat baik yg dulu memilih bapak maupun yg tdk memilih bapak penegakan hukum jangan tebang pilih klau ada yg korupsi hrs disikat walaupun itu org yg mendukung bapak semoga sehat dan sukses selalu pak prabowo,id
"Dari semua pertanyaan dijawab dengan sangat tidak memuaska, kadang melebar kemana-mana, malah jadi lebih khawatir dimasa yang akan datang untuk anak cucu dan keterunan kami nanti.",dari semua pertanyaan dijawab dengan sangat tidak memuaska kadang melebar kemanamana malah jadi lebih khawatir dimasa yang akan datang untuk anak cucu dan keterunan kami nanti,id
"munkin otakmu belum nyampe bg,baru nonton 30 mnt dah komen",munkin otakmu belum nyampe bgbaru nonton  mnt dah komen,id
"Lu gak nontol full
Kalo udah sakit jati si susah","lu gak nontol full
kalo udah sakit jati si susah",id
Ku kira pemikiran anda WOW ternyata biasa aja,ku kira pemikiran anda wow ternyata biasa aja,id
"Miskin skill, sliding orangnya 😂

Sakit hati apaan? Orang kagak milih 😂

Segera lah umum kan demokrasi kita mau diganti sama apa?!

Semuanya omon² doang, yang kerja nyata cuman bapak aing KDM 😂","miskin skill sliding orangnya 

sakit hati apaan orang kagak milih 

segera lah umum kan demokrasi kita mau diganti sama apa

semuanya omon doang yang kerja nyata cuman bapak aing kdm",id
Biasakan nonton full bang baru komen 😂,biasakan nonton full bang baru komen,id
"Kenapa buzzer pada komennya nonton full, nostalgia pemilu, dan merendahkan kapasitas otak orang ya? Apa karena gak ada argumen yang kuat untuk mendukung presiden nya? 😂 Ya memang kuncinya ada di Prabowo, kalo bisa buktikan perkataannya rakyat pasti puas. Komunikasi bukan omon² doang!",kenapa buzzer pada komennya nonton full nostalgia pemilu dan merendahkan kapasitas otak orang ya apa karena gak ada argumen yang kuat untuk mendukung presiden nya  ya memang kuncinya ada di prabowo kalo bisa buktikan perkataannya rakyat pasti puas komunikasi bukan omon doang,id
 @sandiashidiqi  wkkww anda tau KDM kader partai dari mana?,sandiashidiqi  wkkww anda tau kdm kader partai dari mana,id
" @muhammadnurtaufikh474  pertanyaan konyol 😂 kebiasaan fanatik ke orang tuh! Fokus ke tindakannya. Yang saya komen diawal juga tindakan Prabowo sebagai presiden, bukan pribadinya atau semata orangnya.",muhammadnurtaufikh  pertanyaan konyol  kebiasaan fanatik ke orang tuh fokus ke tindakannya yang saya komen diawal juga tindakan prabowo sebagai presiden bukan pribadinya atau semata orangnya,id
"Menurut saya kepemimpinan hitungan bulan belum terasa,,karna lgi berbenah
Karna dampak sebelumnya masih berasa
1-2 THN baru akan terlihat dan berasa ke rakyat era pak Prabowo
Yg bisa kita rasakan kebutuhan pokok pada saat nataru,ramadhan,lebaran termasuk stabil
Tidak seperti sebelum""nya kenaikan harga di jadikan musiman","menurut saya kepemimpinan hitungan bulan belum terasakarna lgi berbenah
karna dampak sebelumnya masih berasa
 thn baru akan terlihat dan berasa ke rakyat era pak prabowo
yg bisa kita rasakan kebutuhan pokok pada saat nataruramadhanlebaran termasuk stabil
tidak seperti sebelumnya kenaikan harga di jadikan musiman",id
" @ananda86-g5f  kalau masih gabisa setelah 1-2 tahun, pertanggungjawabannya apa?",anandagf  kalau masih gabisa setelah  tahun pertanggungjawabannya apa,id
​ @soehartogaming4925 nanti bikin lagi analisa . Setelah 5 tahun baru terasa 😂,soehartogaming nanti bikin lagi analisa  setelah  tahun baru terasa,id
"​ @soehartogaming4925  GK perlu 1/2 THN, apa yg udh anda lakukan selama 5bln terakhir untuk kemajuan anda beserta keluarga anda sendiri?",soehartogaming  gk perlu  thn apa yg udh anda lakukan selama bln terakhir untuk kemajuan anda beserta keluarga anda sendiri,id
"Pak Prabowo baru 150 Hari Kerja gaes..  meski demikian sudah banyak kinerja nya di nikmati oleh Rakyat.. 
bidang pertanian, Indonesia digerbang Swasembada Pangan, Ribuan Juta Hektar Tanah di Kuasai Oknum saat ini sudah dikuasai Negara utk kepentingan Pertanian.. dst..","pak prabowo baru  hari kerja gaes  meski demikian sudah banyak kinerja nya di nikmati oleh rakyat 
bidang pertanian indonesia digerbang swasembada pangan ribuan juta hektar tanah di kuasai oknum saat ini sudah dikuasai negara utk kepentingan pertanian dst",id
 @pakbelalang5813  RAKYAT MANA? RAKYAT DI CULIKI?? DIHAJAR ??/ RAKYAT OLIGARKI DAN PARTAINYA ?,pakbelalang  rakyat mana rakyat di culiki dihajar  rakyat oligarki dan partainya,id
Suruh mahasiswa demo buat pengesahan uu perampasan aset.,suruh mahasiswa demo buat pengesahan uu perampasan aset,id
berarti lu ga ngerti hirarki makanya mempertanyakan kompetensi tni muda,berarti lu ga ngerti hirarki makanya mempertanyakan kompetensi tni muda,id
itu jualnya ke bulog ga mas?,itu jualnya ke bulog ga mas,id
"murah bgt ya, pas puasa jual dapat 7.600, panen lama",murah bgt ya pas puasa jual dapat  panen lama,id
"Knpa pemerintah kita g mengindustrialisasi petani ya, dri pada pake metode tradisional, untuk alat kita bisa perintah perusahaan otomotif Indonesia kayak Pindad yg emang udah ahlinya buat produksi massal alat berat pertanian, yg bertani juga bukan cuman individual tpi udah jadi sebuah industri perusahaan",knpa pemerintah kita g mengindustrialisasi petani ya dri pada pake metode tradisional untuk alat kita bisa perintah perusahaan otomotif indonesia kayak pindad yg emang udah ahlinya buat produksi massal alat berat pertanian yg bertani juga bukan cuman individual tpi udah jadi sebuah industri perusahaan,id
​ @h.furqon jual butuh kayaknya buat lebaran😂,hfurqon jual butuh kayaknya buat lebaran,id
Sip kirim bawa kerumah😂,sip kirim bawa kerumah,id
"Lu kira gampang blokk, Indonesia luas cil",lu kira gampang blokk indonesia luas cil,id
"Justru pak Prabowo dalam pidatonya selalu memberi rasa optimus,bukan membawa keresahan
Padahal anda, saya dll sudah tau kondisi Indonesia ekonomi lagi terpuruk
Masih terdampak pemerintahan kemaren 
Jadi butuh prises","justru pak prabowo dalam pidatonya selalu memberi rasa optimusbukan membawa keresahan
padahal anda saya dll sudah tau kondisi indonesia ekonomi lagi terpuruk
masih terdampak pemerintahan kemaren 
jadi butuh prises",id
"nah bener ,knp si orang"" pada ga mikir ya ,orang pak prabowo jadi presiden aja belum ada 1 tahun ,dikira gampang apa ya😂,saya bertahun"" jadi ojol ga pernah ada BHR alhamdulilah di jaman pak prabowo ini ada BHR meskipun sedikit setidaknya beliau memperhatikan rakyatnya​ @FurElise-j1f ",nah bener knp si orang pada ga mikir ya orang pak prabowo jadi presiden aja belum ada  tahun dikira gampang apa yasaya bertahun jadi ojol ga pernah ada bhr alhamdulilah di jaman pak prabowo ini ada bhr meskipun sedikit setidaknya beliau memperhatikan rakyatnya furelisejf,id
"WADUH, PENCITRAAN TERUS DONG ISINYA,,",waduh pencitraan terus dong isinya,id
😂😂 aku pusing dengerinnya.,aku pusing dengerinnya,id
Aku setuju banget awal liat aku kurang faham setelah itu saya liat lagi. Ternyata bukan pak prabowo yang kurang jelas untuk menjelaskan tapi setelah saya liat 2 kali SDM saya yang rendah 😁,aku setuju banget awal liat aku kurang faham setelah itu saya liat lagi ternyata bukan pak prabowo yang kurang jelas untuk menjelaskan tapi setelah saya liat  kali sdm saya yang rendah,id
Mnrt sy yg IQ rendah jwaban p bowo terllu mmbuat sy pusing😂muter k knan k kri tdk lgsg fokus jwabanya,mnrt sy yg iq rendah jwaban p bowo terllu mmbuat sy pusingmuter k knan k kri tdk lgsg fokus jwabanya,id
" @andieswahyudianto1593  gini mas, pasti beda kalo mas nya sering lihat konten kreator ngomong kaya lancar sekali, to the point, dan jelas. mas harus inget konten kreator bisa bikin vidio itu perlu berapa kali cut, berapa kali pengulangan. 
di Vidio ini pak presiden menjawab pertanyaan spontan, dan terlihat dalam 3 jam vidio ini tidak ada proses cut atau editing sama sekali.

jika masalahnya ada di daya tangkap pendengar, jangan salahkan pembicara.","andieswahyudianto  gini mas pasti beda kalo mas nya sering lihat konten kreator ngomong kaya lancar sekali to the point dan jelas mas harus inget konten kreator bisa bikin vidio itu perlu berapa kali cut berapa kali pengulangan 
di vidio ini pak presiden menjawab pertanyaan spontan dan terlihat dalam  jam vidio ini tidak ada proses cut atau editing sama sekali

jika masalahnya ada di daya tangkap pendengar jangan salahkan pembicara",id
"Sy setuju. Bagi yang kecewa mungkin mengharapkan jawaban sigkat dan jelas.  Misal: ""UU perampasan aset koruptor tolong dipercepat pak"". Trus  presiden jawab "" Ya. besok sy akan perintahkan untuk disegerakan"". kalau jawaban ga seperti itu ga ngerti.",sy setuju bagi yang kecewa mungkin mengharapkan jawaban sigkat dan jelas  misal uu perampasan aset koruptor tolong dipercepat pak trus  presiden jawab  ya besok sy akan perintahkan untuk disegerakan kalau jawaban ga seperti itu ga ngerti,id
Udah nonton sampai selesai belum,udah nonton sampai selesai belum,id
Dia sudah jadi dirinya sendiri itu. Anda berharap yg bagaimana? Berharap dengerin rakyat? Berharap nerima aspirasi demo? Berharap dia pintar? Mustahil.,dia sudah jadi dirinya sendiri itu anda berharap yg bagaimana berharap dengerin rakyat berharap nerima aspirasi demo berharap dia pintar mustahil,id
"Njir bener, dicepetin 1,25 jd nyambung otak gua wkwkkwk",njir bener dicepetin  jd nyambung otak gua wkwkkwk,id
"Dengerin ini dari bangun tidur nyapu, kedapur bikin nasi goreng,terus sarapan, masak bbrp menu dari sayur sampe lauk, ampe nyuci piring, sampe udah slsai tapi ga bisa nyimpulkan dari pertanyaan dn jawaban, coba dari awal suruh mbak nana ajj yg nanya😏",dengerin ini dari bangun tidur nyapu kedapur bikin nasi gorengterus sarapan masak bbrp menu dari sayur sampe lauk ampe nyuci piring sampe udah slsai tapi ga bisa nyimpulkan dari pertanyaan dn jawaban coba dari awal suruh mbak nana ajj yg nanya,id
kami menginginkan Wartawan TEMPO,kami menginginkan wartawan tempo,id
Wawancara ini membuat saya banyak memuji nama Allah SWT dan beristighfar...,wawancara ini membuat saya banyak memuji nama allah swt dan beristighfar,id
"kenapa banyak komentar negatif? padahal dari sini kita bisa melihat pemimpin yang sangat menghargai pendahulunya (tidak kita temukan di banyak pemimpin). Beliau juga terlihat sangat mencintai rakyatnya sehingga beliau tidak memilih kebijakan yang populer yang biasanya bersifat jangka pendek. Beliau memilih kebijakan yang terasa berat di awal tetapi memiliki landasan yang kuat sehingga secara teori seharusnya Indonesia akan mencapai Indonesia Emas. Kritis boleh, tapi mari belajar untuk mengosongkan gelas untuk lebih mendengar dan menerima ilmu baru. salam gen milenial  :)",kenapa banyak komentar negatif padahal dari sini kita bisa melihat pemimpin yang sangat menghargai pendahulunya tidak kita temukan di banyak pemimpin beliau juga terlihat sangat mencintai rakyatnya sehingga beliau tidak memilih kebijakan yang populer yang biasanya bersifat jangka pendek beliau memilih kebijakan yang terasa berat di awal tetapi memiliki landasan yang kuat sehingga secara teori seharusnya indonesia akan mencapai indonesia emas kritis boleh tapi mari belajar untuk mengosongkan gelas untuk lebih mendengar dan menerima ilmu baru salam gen milenial,id
"Jawaban Presiden cukup memberikan keyakinan bhw beliau mengerti seluruh program yg sudah dicanangkan. Satu yg memberikan kesan ambigu: ""we are too nice"", katanya saat komentari sulitnya pisang kita msk Jepang, atau minyak sawit masuk Eropa. Tapi, beliau sampaikan jg bhw kita buka peluang sebesar2nya bagi swasta dan asing.... Rasanya, tim ekonomi beliau harus rumuskan rincian ""Prabowo's protectionism & openess"" dlm policy nya shgg hilang sedikit keraguan yg masih tersisa",jawaban presiden cukup memberikan keyakinan bhw beliau mengerti seluruh program yg sudah dicanangkan satu yg memberikan kesan ambigu we are too nice katanya saat komentari sulitnya pisang kita msk jepang atau minyak sawit masuk eropa tapi beliau sampaikan jg bhw kita buka peluang sebesarnya bagi swasta dan asing rasanya tim ekonomi beliau harus rumuskan rincian prabowos protectionism  openess dlm policy nya shgg hilang sedikit keraguan yg masih tersisa,id
Kacauu ketikaa presiden sudahh membenarkann tidak ada transparansi lagiii dan hanya mempercayakan kepada DPR....😢,kacauu ketikaa presiden sudahh membenarkann tidak ada transparansi lagiii dan hanya mempercayakan kepada dpr,id
1:27:34 yg mau jump in ke pertanyaan mbak nana.,yg mau jump in ke pertanyaan mbak nana,id
Prabowo tidak ada mencatat pertanyaan jurnalis makanya dia ngeblank dan jawab sesuai isi hati 😅,prabowo tidak ada mencatat pertanyaan jurnalis makanya dia ngeblank dan jawab sesuai isi hati,id
"Mohon maaf sekali harus mengatakan ini . Tapi semoga kalimat saya masih dalam tahap sopan dan santun ya bapak presiden .

Dari respon2 bapak atas pertanyaan bapak/ibu jurnalis , saya merasa jawaban bapak presiden seperti sedang menceritakan dongeng ke anak cucunya .. bukan jawaban2 yg bersifat taktikal dan tepat sasaran atas inti dari pertanyaannya. Terlalu banyak perumpamaan , perbandingan dgn pemimpinan lainnya , sehingga sangat terkesan bertele-tela2. Pertanyaan2 yg disampaikan bapak/ibu jurnalis ini seharusnya sangat bisa tidak sampai 3 jam jika jawaban bapak responsif dan memuaskan si penanya. Perlu diingat juga bapak Presiden , setiap respon yg bapak sampaikan merupakan cerminan bagaimana kabinet pemerintahan bapak bekerja untuk negara ini . 

Mohon maaf sebelumnya , dari cara bapak merespon pertanyaan memberi kesan bapak yg dilakukan pemerintahan bapak saat ini sudah benar dan enggan diluruskan oleh masyarakatnya . Sebaiknya bapak sebagai presiden membuat sikap untuk lebih legawa atas kritik dari rakyat, memang tidak akan bisa 100% memuaskan seluruh lapisan masyarakat tapi setidaknya bisa menyejukkan hawa panas yg sudah terlanjut menyebar di rakyatmu . Bukannya malah bersikap seperti mencari kambing hitam lainnya seolah2 setiap aksi demo mengkritik pemerintahan sudah pasti ada yg elit lainnya yg mengendalikan. Itu kemarin yg demo ada 58 kota , yg tadinya diam dan tenang malah ikutan demo. Harusnya bapakk mencurigai apa yg salah dari pemerintahan saya , kok rakyatku banyak yg marah.. luruskan itu bapak presiden .

Terima kasih bapak ibu jurnalis yang sudah sangat berjuang untuk menyampaikan pertanyaan2 yg beredar di lapangan ..","mohon maaf sekali harus mengatakan ini  tapi semoga kalimat saya masih dalam tahap sopan dan santun ya bapak presiden 

dari respon bapak atas pertanyaan bapakibu jurnalis  saya merasa jawaban bapak presiden seperti sedang menceritakan dongeng ke anak cucunya  bukan jawaban yg bersifat taktikal dan tepat sasaran atas inti dari pertanyaannya terlalu banyak perumpamaan  perbandingan dgn pemimpinan lainnya  sehingga sangat terkesan berteletela pertanyaan yg disampaikan bapakibu jurnalis ini seharusnya sangat bisa tidak sampai  jam jika jawaban bapak responsif dan memuaskan si penanya perlu diingat juga bapak presiden  setiap respon yg bapak sampaikan merupakan cerminan bagaimana kabinet pemerintahan bapak bekerja untuk negara ini  

mohon maaf sebelumnya  dari cara bapak merespon pertanyaan memberi kesan bapak yg dilakukan pemerintahan bapak saat ini sudah benar dan enggan diluruskan oleh masyarakatnya  sebaiknya bapak sebagai presiden membuat sikap untuk lebih legawa atas kritik dari rakyat memang tidak akan bisa  memuaskan seluruh lapisan masyarakat tapi setidaknya bisa menyejukkan hawa panas yg sudah terlanjut menyebar di rakyatmu  bukannya malah bersikap seperti mencari kambing hitam lainnya seolah setiap aksi demo mengkritik pemerintahan sudah pasti ada yg elit lainnya yg mengendalikan itu kemarin yg demo ada  kota  yg tadinya diam dan tenang malah ikutan demo harusnya bapakk mencurigai apa yg salah dari pemerintahan saya  kok rakyatku banyak yg marah luruskan itu bapak presiden 

terima kasih bapak ibu jurnalis yang sudah sangat berjuang untuk menyampaikan pertanyaan yg beredar di lapangan",id
"Terlepas apapun, kita semua ingin yang terbaik pak. Tidak ada klasifikasi kelas, isu-isu bisa diselesaikan dengan tegas dan lugas (terutama isu ekonomi dan lingkungan), rombak para menteri yg masih menye-menye pulas. Bapak harus yakin untuk menyelesaikan itu. 

Anyways terimakasih untuk para jurnalis sudah mewakilkan 🙌🏻","terlepas apapun kita semua ingin yang terbaik pak tidak ada klasifikasi kelas isuisu bisa diselesaikan dengan tegas dan lugas terutama isu ekonomi dan lingkungan rombak para menteri yg masih menyemenye pulas bapak harus yakin untuk menyelesaikan itu 

anyways terimakasih untuk para jurnalis sudah mewakilkan",id
Yapping 3 Jam,yapping  jam,id
Anak petani tidak mau jadi petani karena pada waktu panen dijual murah sedangkan pupuk dan pestisida mahal akhirnya hasilnya zong,anak petani tidak mau jadi petani karena pada waktu panen dijual murah sedangkan pupuk dan pestisida mahal akhirnya hasilnya zong,id
"Pak Prabowo jawabannya selalu standar bgt, ga ada yg mendalam. Semua dibagus2in doang kayak lagi kampanye. Execute execute apaan. Amburadul 🙄 kalian kuat nonton 3 jam? Gw baru jawaban pertanyaan pertama aja udahan.",pak prabowo jawabannya selalu standar bgt ga ada yg mendalam semua dibagusin doang kayak lagi kampanye execute execute apaan amburadul  kalian kuat nonton  jam gw baru jawaban pertanyaan pertama aja udahan,id
"utamakan nonton dulu sampai habis baru komen rekan"" vidio baru di up 30 menit . dengan vidio diskusi 3jam 😊",utamakan nonton dulu sampai habis baru komen rekan vidio baru di up  menit  dengan vidio diskusi jam,id
Yang diomongin pak prabowo nglantur semua bikin ngantuk😵‍💫🙏🙏,yang diomongin pak prabowo nglantur semua bikin ngantuk,id
"Mau komen 1 aja yg real.
Kenyataannya di daerah sy, hmpir smua perantau lebaran tahun ini bisa mudik.
Artinya sudah ckup sejahtera dn di beri kelancaran.
Slama bulan puasa hrga sembako jg stabil.
Bagi pembenci mungkin itu hal sepele, meski dia jg menikmatinya.","mau komen  aja yg real
kenyataannya di daerah sy hmpir smua perantau lebaran tahun ini bisa mudik
artinya sudah ckup sejahtera dn di beri kelancaran
slama bulan puasa hrga sembako jg stabil
bagi pembenci mungkin itu hal sepele meski dia jg menikmatinya",id
Negara ini lagi ga baik-baik aja. Yakin deh,negara ini lagi ga baikbaik aja yakin deh,id
"sudah menjadi kebiasaan beliau melakukan ""downward social comparison"" agar semua terlihat baik baik saja",sudah menjadi kebiasaan beliau melakukan downward social comparison agar semua terlihat baik baik saja,id
"2 periode belakang saya pilih pak Prabowo karena pemikirannya tapi kalau dilihat lihat pemikiran pak Prabowo sudah sangat ketinggalan zaman masih terjebak pemikiran era Presiden Soeharto, dan akhirnya pilihan saya ketiga memilih pak Anies benar walaupun kalah, karena gagasannya lebih baik.",periode belakang saya pilih pak prabowo karena pemikirannya tapi kalau dilihat lihat pemikiran pak prabowo sudah sangat ketinggalan zaman masih terjebak pemikiran era presiden soeharto dan akhirnya pilihan saya ketiga memilih pak anies benar walaupun kalah karena gagasannya lebih baik,id
"​ @nagataoktandi2063 investor pemerintah china,terus apa bedanya😅😅😅 sama2 di manfaatkan pihak asing",nagataoktandi investor pemerintah chinaterus apa bedanya sama di manfaatkan pihak asing,id
"Tempo, Najwa Shihab atau siapapun klo yg tjd intimidasi siapapun apa lagi jaman sekarang org milih aman. Pak Prabowo yg terhormat, tolonglah ingat cita2 bapak untuk Masy. Kami juga ingin nantinya mengenang bapak sebagai presiden yang baik, cukup sakit hati dikecewakan oleh mantan yang kemarin.",tempo najwa shihab atau siapapun klo yg tjd intimidasi siapapun apa lagi jaman sekarang org milih aman pak prabowo yg terhormat tolonglah ingat cita bapak untuk masy kami juga ingin nantinya mengenang bapak sebagai presiden yang baik cukup sakit hati dikecewakan oleh mantan yang kemarin,id
" @HafizaLubnahkaira  beliau nggak peduli apa opini masyarakat, kan keliatan dari kemaren juga anti kritik",hafizalubnahkaira  beliau nggak peduli apa opini masyarakat kan keliatan dari kemaren juga anti kritik,id
"Ga disimak dengan baik ya? Pertanyaan dan jawabannya sering tidak nyambung dan menjawab tanpa ada solusi untuk penyelesaian masalah. Orang berdemo berarti ada kesalahan dan ketidaksepakatan elemen masyarakat, tapi Prabowo menjawab dengan enteng untuk mencari siapa dalangnya dan demo harus dengan damai. Apakah itu langkah solutif? Dan jangan lupa soal hitung hitungan Prabowo yang ngawur, 2+8 = 11. Keren presiden kaum 58% 👏🏻👎🏻",ga disimak dengan baik ya pertanyaan dan jawabannya sering tidak nyambung dan menjawab tanpa ada solusi untuk penyelesaian masalah orang berdemo berarti ada kesalahan dan ketidaksepakatan elemen masyarakat tapi prabowo menjawab dengan enteng untuk mencari siapa dalangnya dan demo harus dengan damai apakah itu langkah solutif dan jangan lupa soal hitung hitungan prabowo yang ngawur    keren presiden kaum,id
 @Han-yb9wk  bisa jadi itu solusi jika betul akar masalahnya adalah seperti yang disampaikan presiden. masih pakai 58%? move on dek :),hanybwk  bisa jadi itu solusi jika betul akar masalahnya adalah seperti yang disampaikan presiden masih pakai  move on dek,id
"Apa yg dia paham? Dari cara bahasanya saja sudah tau itu dia hanya suruh sana sini seperti otoriter tanpa memahami kendalanya dan efek ke ekonomi negara, terbukti mata uang dan saham sdh anjlok parah",apa yg dia paham dari cara bahasanya saja sudah tau itu dia hanya suruh sana sini seperti otoriter tanpa memahami kendalanya dan efek ke ekonomi negara terbukti mata uang dan saham sdh anjlok parah,id
"ketika nana bertanya, koq ada penanya lain tidak terib motong2, nimbrung ? dari TVRI?",ketika nana bertanya koq ada penanya lain tidak terib motong nimbrung  dari tvri,id
 @dataspasiallab-dslab6582 yg dari TVRI itu moderator jadi time keeper juga,dataspasiallabdslab yg dari tvri itu moderator jadi time keeper juga,id
"Tau jawaban pak prabowo atas pertanyaan najwa berasa sedih banar,😢... najwa pun terlihat msh merasa belum puas dg jawaban tsb... jawabanny masih berandai2 😢",tau jawaban pak prabowo atas pertanyaan najwa berasa sedih banar najwa pun terlihat msh merasa belum puas dg jawaban tsb jawabanny masih berandai,id
" @sayadody4047  beda sama anis , anis kalo di tanya jawabn nya : saya belum bisa jawab , kalo sudah selesai menjabat baru bisa saya jawab
wakwaww","sayadody  beda sama anis  anis kalo di tanya jawabn nya  saya belum bisa jawab  kalo sudah selesai menjabat baru bisa saya jawab
wakwaww",id
gini nih kualitas sdm kita tonton full jan pertanyaan itu aja yg diliat😂,gini nih kualitas sdm kita tonton full jan pertanyaan itu aja yg diliat,id
 @adamfelix809  pertanyaan yg lain mnirutku template dan sering di tanyakan . Kalo yg mbak nana spesifik tentang RUU TNI. Yg menjadi keresahan kaum intelektual belakangan ini.,adamfelix  pertanyaan yg lain mnirutku template dan sering di tanyakan  kalo yg mbak nana spesifik tentang ruu tni yg menjadi keresahan kaum intelektual belakangan ini,id
"Semoga masalah Environment yg terus di highlight, saya rasa ini bukan masalah sepele.",semoga masalah environment yg terus di highlight saya rasa ini bukan masalah sepele,id
Follow up komitmen indonesia tentang EBT & EB ketika G20 kmren,follow up komitmen indonesia tentang ebt  eb ketika g kmren,id
Kasih tongkat Nabi Musa aja bro,kasih tongkat nabi musa aja bro,id
"Kaga nonton full aja sok-sokan komen, nge-judge pula.
Kualitas netizen Indo separah ini ya? Liat berita komen pake emosi dulu, logika ketinggalan entah di mana.","kaga nonton full aja soksokan komen ngejudge pula
kualitas netizen indo separah ini ya liat berita komen pake emosi dulu logika ketinggalan entah di mana",id
@GeorgeMartinus  parah emang netijen indo 🙄,georgemartinus  parah emang netijen indo,id
"gimana lu ga faham, lu aja ga nonton sampai akhir, jurnalis aja ngerti dan paham jawaban pak presiden,u know lah jurnalis itu iq dan sdmnya tinggi. kalau lu ga faham udah tau lah sendiri berapa rendahnya SDM anda​ @TemanTanamTami ",gimana lu ga faham lu aja ga nonton sampai akhir jurnalis aja ngerti dan paham jawaban pak presidenu know lah jurnalis itu iq dan sdmnya tinggi kalau lu ga faham udah tau lah sendiri berapa rendahnya sdm anda temantanamtami,id
Jawabanny agak² mbulet mbulet,jawabanny agak mbulet mbulet,id
"Mbaknya benar utk penialaian awal, ttpi ktika ga nnton smpai habis mka penialaianmu jd ga valid mbak😅 jd ga bs diiyakan. Maka jgn brharap respon bagus.",mbaknya benar utk penialaian awal ttpi ktika ga nnton smpai habis mka penialaianmu jd ga valid mbak jd ga bs diiyakan maka jgn brharap respon bagus,id
"​​​ @IchaZevanna  saya udah nonton di channel beberapa jurnalis lain yg 15-20 menit. Dan kesimpulan saya tetep sama. Jawaban ybs ga menjawab pertanyaan, kurang empati, cuma bahasa formal tanpa isi. Jadi saya memutuskan untuk ga membuang waktu 3 jam saya buat mendengarkan beliau.",ichazevanna  saya udah nonton di channel beberapa jurnalis lain yg  menit dan kesimpulan saya tetep sama jawaban ybs ga menjawab pertanyaan kurang empati cuma bahasa formal tanpa isi jadi saya memutuskan untuk ga membuang waktu  jam saya buat mendengarkan beliau,id
"75% dongeng dan ngebacot, 25% substansi",dongeng dan ngebacot  substansi,id
"Muter muter , apalagi pas pertanyaan mbak nana pertama malah ngawur jawabnya",muter muter  apalagi pas pertanyaan mbak nana pertama malah ngawur jawabnya,id
@ridaz3123 nonton dulu ? padahal dampak nya udah terasa selama 170 hari kinerjanya beliau ?,ridaz nonton dulu  padahal dampak nya udah terasa selama  hari kinerjanya beliau,id
jawaban yang tidak menjawab,jawaban yang tidak menjawab,id
Anak Abah kapan minggat dari Indonesia 😂,anak abah kapan minggat dari indonesia,id
​ @YuliAna-qj2hy ga rela liat sigemoy jadi bahan cibiran 🤣🤣🤣,yulianaqjhy ga rela liat sigemoy jadi bahan cibiran,id
Klo gk baik baik aja lu gk bakal bisa komen gini,klo gk baik baik aja lu gk bakal bisa komen gini,id
"video 3 jam, di komennya pas upload. keliatan emang pihak mana yang banyak buzzernya",video  jam di komennya pas upload keliatan emang pihak mana yang banyak buzzernya,id
"​ @surya_after_segx coba bang di baca satu satu komenanya mereka komen karena mereka ""merasakan"" bang tulus itu dari hati bang, mereka masih cinta sama negara bang mereka ga mau hari hari mereka terasa mencengkam, justru mereka merasa suara mereka terwakilkan jangan lah bang melihat sesuatu dari satu sudut pandang saja😅",suryaaftersegx coba bang di baca satu satu komenanya mereka komen karena mereka merasakan bang tulus itu dari hati bang mereka masih cinta sama negara bang mereka ga mau hari hari mereka terasa mencengkam justru mereka merasa suara mereka terwakilkan jangan lah bang melihat sesuatu dari satu sudut pandang saja,id
​ @surya_after_segx pihak mana tuh???,suryaaftersegx pihak mana tuh,id
​ @surya_after_segx bukannya pihak sono yg terbukti bayaran? 700 perak per komen??,suryaaftersegx bukannya pihak sono yg terbukti bayaran  perak per komen,id
​ @Rendy847 jadi indikator kebaikan suatu bangsa cm diliat dr komen YouTube? Lawak sekali anda😂,rendy jadi indikator kebaikan suatu bangsa cm diliat dr komen youtube lawak sekali anda,id
trus lu mau nya apa????,trus lu mau nya apa,id
"Kita liat bbrp bulan ke depan indo seperti apa. Sejauh ini sih kabinetnya ga gimana2 amat. Menteri pendidikan tinggi kacau, Menteri ESDM bikin blunder, Gus Miftah, Menteri HAM ga jelas, kontroversi Seskab, makan bergizi gratis terlihat dipaksakan, PHK melimpah dimana2. Ide2 Pa Prabowo bagus, cuma implementasinya sulit kalo anak buahnya kurang kompeten",kita liat bbrp bulan ke depan indo seperti apa sejauh ini sih kabinetnya ga gimana amat menteri pendidikan tinggi kacau menteri esdm bikin blunder gus miftah menteri ham ga jelas kontroversi seskab makan bergizi gratis terlihat dipaksakan phk melimpah dimana ide pa prabowo bagus cuma implementasinya sulit kalo anak buahnya kurang kompeten,id
" @budimulyadi6636  first imppresion biasanya penting , jadi ragu sih",budimulyadi  first imppresion biasanya penting  jadi ragu sih,id
