comment,cleaned_comment,lang
"Dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak Prabowo yah kenapa yah 🤔

Mba najwa lain kali tolong bantu tanya ke pak Prabowo yah 😊

- Kapan UU hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot APBN bisa diresmikan secepatnya 

- Lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah Indonesia bisa dibangun besar besaran sampai 1 triliun barel perbulannya biar Indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

- Kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh Indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

- Kapan Indonesia punya Microsoft office sendiri dan google sendiri seperti China yang bebas dari produk Amerika 

- Kapan pulau sumatera, Sulawesi, Papua, Kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau Jawa agar investor asing bisa bangun pabrik di pulau manapun di Indonesia karna transportasi murah dan banyak ragamnya seperti pulau Jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi Indonesia sehingga ga harus pergi ke Jakarta buat cari kerja

- Tolong anggaran untuk BPJS kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke IGD rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk IGD dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

Itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih 🙏","dari segitu banyaknya orang kok ga ada yang nanya soal pertanyaan saya ini ke pak prabowo yah kenapa yah 

mba najwa lain kali tolong bantu tanya ke pak prabowo yah 

 kapan uu hukuman mati dan perampasan aset koruptor khusus bagi koruptor yang merugikan negara dan menyedot apbn bisa diresmikan secepatnya 

 lalu kapan pertambangan minyak bumi skala besar diseluruh wilayah indonesia bisa dibangun besar besaran sampai  triliun barel perbulannya biar indonesian jadi raja minyak mentah dunia dan ga perlu impor minyak mentah lagi selamanya 

 kapan pabrik atau kilang minyak kelapa sawit dibangun di tiap propinsi di seluruh indonesia agar tidak terjadi kelangkaan bahan bakar di masa depan kelak jika terjadi keterlambatan pengiriman dari jakarta 

 kapan indonesia punya microsoft office sendiri dan google sendiri seperti china yang bebas dari produk amerika 

 kapan pulau sumatera sulawesi papua kalimantan dibangun jalur kereta api penumpang dan kereta api barang serta bandara dan jalan tol lalu pelabuhan agar ke empat pulau itu punya jalur transportasi skala besar juga seperti pulau jawa agar investor asing bisa bangun pabrik di pulau manapun di indonesia karna transportasi murah dan banyak ragamnya seperti pulau jawa agar bisa serap banyak tenaga kerja di daerah agar terjadi pemerataan antara tiap pulau pondasi indonesia sehingga ga harus pergi ke jakarta buat cari kerja

 tolong anggaran untuk bpjs kesehatan ditambah agar fasilitas kesehatan bagi rakyat bisa lebih tinggi dan bisa berobat ke igd rumah sakit manapun tanpa syarat apapun karna banyak rumah sakit menolak pasien masuk igd dengan berbagai alasan sampai sang pasien mati dengan sendiri tanpa diberikan pertolongan pertama 

itu saja pertanyaan saya semoga bisa disampaikan semuanya terima kasih",id
"Capek dengerinnya informasi, gak ada yang bisa di ambil.",capek dengerinnya informasi gak ada yang bisa di ambil,id
Lah gak nyimak. Jwban pak Prabowo jelas ga bs semudah itu harus di hitung lebih adil. Klo yg korup sebelum menjabat punya harta dan bininya punya harta apa adil buat anak koruptor tersebut jika harus drampas semua? Sedangkan yg korupsi kan ayahnya. Jadi intinya hakim yg memutuskan dgn seadil adilnya. ​ @hen98 ,lah gak nyimak jwban pak prabowo jelas ga bs semudah itu harus di hitung lebih adil klo yg korup sebelum menjabat punya harta dan bininya punya harta apa adil buat anak koruptor tersebut jika harus drampas semua sedangkan yg korupsi kan ayahnya jadi intinya hakim yg memutuskan dgn seadil adilnya  hen,id
Otak andai yg gk nyampai,otak andai yg gk nyampai,id
"sdh biasa, ga ada isinya",sdh biasa ga ada isinya,id
"@sompaltv1418  alasan harus lebih adil, lah para koruptor apa mikirin adil?! kocak sekali jawabanya",sompaltv  alasan harus lebih adil lah para koruptor apa mikirin adil kocak sekali jawabanya,id
Jaka sembung bawa golok😂,jaka sembung bawa golok,id
"Betul , 😅😅",betul,id
 @amarjr972  Apakah anda dibarisan yang benar?,amarjr  apakah anda dibarisan yang benar,id
​ @onepercentmale terus investor pada kabur itu gimana?,onepercentmale terus investor pada kabur itu gimana,id
Ini dialog bro. Nnti ada yg di serap sama presiden sbagai masukan 😅,ini dialog bro nnti ada yg di serap sama presiden sbagai masukan,id
Betul,betul,id
"Kalo lu ngerti apa yang pak prabowo maksud udh kejawab semua itu cuman caranya emng beda di ringkas kata katanya jadi bikin bingung keliatannya juga ngawur kalo gak paham, kalo emang dia ngawur ngidul ngomongnya udh di bantah dari awal, jurnalis juga paham n pinter mahamin konteks argumen dari pak prabowo, lu harus pertajam pemikiran lagi, kadang kita emng udh tajam pemikirian tapi karna hari udh item jadi tumpul otaknya",kalo lu ngerti apa yang pak prabowo maksud udh kejawab semua itu cuman caranya emng beda di ringkas kata katanya jadi bikin bingung keliatannya juga ngawur kalo gak paham kalo emang dia ngawur ngidul ngomongnya udh di bantah dari awal jurnalis juga paham n pinter mahamin konteks argumen dari pak prabowo lu harus pertajam pemikiran lagi kadang kita emng udh tajam pemikirian tapi karna hari udh item jadi tumpul otaknya,id
jawabnya kek orang mabuk,jawabnya kek orang mabuk,id
"hari ini susah kalo sdm rendah sok komen, animal animal",hari ini susah kalo sdm rendah sok komen animal animal,id
mba nana belum apa-apa udah distop cuy wkwkw,mba nana belum apaapa udah distop cuy wkwkw,id
" @nowihaveideaforname  ini yang saya hadapi beberapa saat lalu di ig. orang bahas apa dianya nyerang pribadi. nuduh dengki padahal yang disajikan data. minimal kalau mau berdebat ya by data juga gitu loh, bukan malah ngejek, menghina dll yang gak ada hubungannya sama pokok bahasan. capek banget 🙄",nowihaveideaforname  ini yang saya hadapi beberapa saat lalu di ig orang bahas apa dianya nyerang pribadi nuduh dengki padahal yang disajikan data minimal kalau mau berdebat ya by data juga gitu loh bukan malah ngejek menghina dll yang gak ada hubungannya sama pokok bahasan capek banget,id
Muak dengarnya,muak dengarnya,id
Lah anda yg engga sampai pemikiran nya,lah anda yg engga sampai pemikiran nya,id
"Normatif darimananya ya, menurut saya itu cukup menjawab dengan jelas dengan apa yang ditanyakan",normatif darimananya ya menurut saya itu cukup menjawab dengan jelas dengan apa yang ditanyakan,id
"​ @dennyzt4407 malas bertanya & enggan menggali lebih dalam karna ""mungkin"" belum ada celah untuk bisa memojokkan narasumber. Kita bisa melihat di beberapa dialog mb nana bersama narasumber lain, seperti dpr, polisi & politikus lain. Yg membuat mereka akhirnya terdiam.",dennyzt malas bertanya  enggan menggali lebih dalam karna mungkin belum ada celah untuk bisa memojokkan narasumber kita bisa melihat di beberapa dialog mb nana bersama narasumber lain seperti dpr polisi  politikus lain yg membuat mereka akhirnya terdiam,id
"Banyak buzzer yee 😂😂😂. Rusakkk rusakk, pekara makan aja sampe begitunya",banyak buzzer yee  rusakkk rusakk pekara makan aja sampe begitunya,id
Dari jaman debat capres kan emang begitu jawabannya 😂,dari jaman debat capres kan emang begitu jawabannya,id
Kesimpulannya : eeeuuuuu euuuuuu dan yakan yakan yakan,kesimpulannya  eeeuuuuu euuuuuu dan yakan yakan yakan,id
"​ @nikyko yaudah kalo lu merasa paham dengan omongan prabowo, coba paparkan esensi dari penyampaian prabowo",nikyko yaudah kalo lu merasa paham dengan omongan prabowo coba paparkan esensi dari penyampaian prabowo,id
"@vercingetorex2268  banyak bro lu yg bener aja nyuruh gua ringkas vidio dengan durasi 3 jam, lu nonton ulng pahamin jan malah nyuruh gua seakan akan ngetes gua paham apa kaga, kalo lu mau tau pak prabowo ngejawab or no ya lu nonton ulang pahamin lagi, gua udh nonton 2 kali vidio ini, sekarng klo lu mau tau lu harus caritau bukan nanya ke orng lain yg ada kaga bakal tau bakal nnya mulu (bergantung) sama orng lain.",vercingetorex  banyak bro lu yg bener aja nyuruh gua ringkas vidio dengan durasi  jam lu nonton ulng pahamin jan malah nyuruh gua seakan akan ngetes gua paham apa kaga kalo lu mau tau pak prabowo ngejawab or no ya lu nonton ulang pahamin lagi gua udh nonton  kali vidio ini sekarng klo lu mau tau lu harus caritau bukan nanya ke orng lain yg ada kaga bakal tau bakal nnya mulu bergantung sama orng lain,id
" @nikyko  apalagi lu udh nonton dua kali tuh, harusnya lu bisa sampaikan ke gua. Lu ngerti kan? Gw emg gabisa pahamin perkataan prabowo ngedumel apaan. Udh gw ulang tiap pertanyaan diajukan juga ga nangkep maksudnya jawaban doski apaan",nikyko  apalagi lu udh nonton dua kali tuh harusnya lu bisa sampaikan ke gua lu ngerti kan gw emg gabisa pahamin perkataan prabowo ngedumel apaan udh gw ulang tiap pertanyaan diajukan juga ga nangkep maksudnya jawaban doski apaan,id
Mba nana doang yg ngena banget pertanyaannya 😂,mba nana doang yg ngena banget pertanyaannya,id
"​ @dennyzt4407 lo gak lihat semua jurnalis mengeluarkan air mata, bahkan saya jg menangis, utmkan nnton sampai akhir",dennyzt lo gak lihat semua jurnalis mengeluarkan air mata bahkan saya jg menangis utmkan nnton sampai akhir,id
Makasih dah wakilin,makasih dah wakilin,id
"​@nongit 5928  lu taunya berita cuma di TV doang, makanyaa main yang jauh biar ngerti kondisi bangsamu sendiri",nongit   lu taunya berita cuma di tv doang makanyaa main yang jauh biar ngerti kondisi bangsamu sendiri,id
"​ @nongit5928 bukan masalah ada yg lebih baik atau tidak, prabowo sudah terlanjur jadi presiden mau gk mau dia adalah presiden kita, jadi paling tidak taruhlah orang2 kompeten di sekitar, udah muak liat pemerintah sekarang ngawur kalo kasih statemen ke publik kek otaknya gk dipake, mana ada di dunia ini jajaran mentri bilang thr ormas itu budaya kita?😂😂
Silahkan kabur kalo bisa jangan kembali? Bukan indonesia yg gelap, kau yg gelap, mentri2 yg di era sebelumnya kinerjanya gk jelas di angkat lagi. Wtf bro capek liatnya","nongit bukan masalah ada yg lebih baik atau tidak prabowo sudah terlanjur jadi presiden mau gk mau dia adalah presiden kita jadi paling tidak taruhlah orang kompeten di sekitar udah muak liat pemerintah sekarang ngawur kalo kasih statemen ke publik kek otaknya gk dipake mana ada di dunia ini jajaran mentri bilang thr ormas itu budaya kita
silahkan kabur kalo bisa jangan kembali bukan indonesia yg gelap kau yg gelap mentri yg di era sebelumnya kinerjanya gk jelas di angkat lagi wtf bro capek liatnya",id
"Itu Lah Yang Buat Saya Heran,Jawaban Nya Selalu Mengelak Dan G Terima Dan Tensi Nya Agak Tinggi Kalaw Pertanyaan Nya Sedikit Terpojok..Sungguh Terlihat Penuh Kebohongan Dan Arogansi...Kasihan Wartawan Nya G Terasa Nyaman Apa Lagi Enjoy...👉🫢",itu lah yang buat saya heranjawaban nya selalu mengelak dan g terima dan tensi nya agak tinggi kalaw pertanyaan nya sedikit terpojoksungguh terlihat penuh kebohongan dan arogansikasihan wartawan nya g terasa nyaman apa lagi enjoy,id
"Ente aja yg gak mudeng kali, haha",ente aja yg gak mudeng kali haha,id
normatif itu cara aman buat berkelit. sam juga dengan omon omon,normatif itu cara aman buat berkelit sam juga dengan omon omon,id
"Ya mending lah dari pada pinter ngomong dan berisi kalo ngomong, tpi gk ada bukti dan prestasinya,, cuman pinter omon2 wkwk",ya mending lah dari pada pinter ngomong dan berisi kalo ngomong tpi gk ada bukti dan prestasinya cuman pinter omon wkwk,id
isi adakah kosong. kosong adalah isi,isi adakah kosong kosong adalah isi,id
"​ @hen98 dollar aussie jg melemah parah, buka mata anda, ini bukan cm indo yg ngalamin, ampun dah, wawasan sempit tp ngmg selangit",hen dollar aussie jg melemah parah buka mata anda ini bukan cm indo yg ngalamin ampun dah wawasan sempit tp ngmg selangit,id
"Itu udh di jawab, anak SD juga udh ngerti",itu udh di jawab anak sd juga udh ngerti,id
​ @hen98  lucu banget anda jadi marah² sendiri,hen  lucu banget anda jadi marah sendiri,id
"​ @hen98 bodoh ya? Sudah dijawab,  nanti didiskusikan lagi dengan yg mengerti hukum, karena aset pelaku koruptor gak semua dari hasil korupsi, bisa saja didapat dari sebelum menjabat, harus mempertimbangkan keluarganya juga, anak istri keturunan.. Pak Prabowo juga bilang, anak tidak seharusnya menanggung dosa orang tuanya.. Masalah hukuman untuk koruptor ini juga sudah dibahas mau dipenjarakan di pulau terpencil, hukumannya juga diberatkan, apa yg kurang jelas?",hen bodoh ya sudah dijawab  nanti didiskusikan lagi dengan yg mengerti hukum karena aset pelaku koruptor gak semua dari hasil korupsi bisa saja didapat dari sebelum menjabat harus mempertimbangkan keluarganya juga anak istri keturunan pak prabowo juga bilang anak tidak seharusnya menanggung dosa orang tuanya masalah hukuman untuk koruptor ini juga sudah dibahas mau dipenjarakan di pulau terpencil hukumannya juga diberatkan apa yg kurang jelas,id
"​ @hen98  rupiah saat ini jelas efek dr kebijakan trump,negara lain aja bingung hadapin nya gmn indonesia",hen  rupiah saat ini jelas efek dr kebijakan trumpnegara lain aja bingung hadapin nya gmn indonesia,id
Kamu ae mba Kono pimpinen Negoro. 😂Bisanya mencacat aja. gatau apa negeri Konoha ini orangnya susah diatur,kamu ae mba kono pimpinen negoro bisanya mencacat aja gatau apa negeri konoha ini orangnya susah diatur,id
"​ @nikyko sebetulnya jawabannya bisa di persingkat dan di perlugas sehingga durasinya bisa lebih cepat,,,",nikyko sebetulnya jawabannya bisa di persingkat dan di perlugas sehingga durasinya bisa lebih cepat,id
Yg ngomonh Jawaban yg normatif karna dia kebiasaan main game slot...harap maklum lah jgn heran bro,yg ngomonh jawaban yg normatif karna dia kebiasaan main game slotharap maklum lah jgn heran bro,id
​ @hen98 ini pasti lah kubunya 5 dan 11...😅😅😅😅😅😅😅,hen ini pasti lah kubunya  dan,id
 @onepercentmale  CARI ALASAN! sebelum kebijakan trump pun IDR ke DOLLAR udah bobrok di 16 ribuan. kebijakan trump muncul langsung 17ribuan. buta kah?,onepercentmale  cari alasan sebelum kebijakan trump pun idr ke dollar udah bobrok di  ribuan kebijakan trump muncul langsung ribuan buta kah,id
Yg gak suka smg diberi kesehatan...jgn nikmtti diskon 50% listrik kalo aku bayar full...haram jln di tol...hhh,yg gak suka smg diberi kesehatanjgn nikmtti diskon  listrik kalo aku bayar fullharam jln di tolhhh,id
" @JumeriJava  bukan kubu dari siapa², yang salah ya harus dikritisi bukan malah diam.. hadeh, buzzer buzzer",jumerijava  bukan kubu dari siapa yang salah ya harus dikritisi bukan malah diam hadeh buzzer buzzer,id
" @JumeriJava  hhh semua uang buat bikin toll, operasional listrik dan fasum lainnya, mayoritas dari pajak rakyat buat uang pemerintah, bahkan pemerintah, parjo, parcok pun digaji dari pajak rakyat. rakyat gasuka? bebaslah uang2 rakyat.",jumerijava  hhh semua uang buat bikin toll operasional listrik dan fasum lainnya mayoritas dari pajak rakyat buat uang pemerintah bahkan pemerintah parjo parcok pun digaji dari pajak rakyat rakyat gasuka bebaslah uang rakyat,id
"Saya tidak pedulian ya dgn personal Prabowo ,dan saya merasa sedikit kasian dgn kalian ,yang mungkin belum mampu mencerna apa saja maksud yang di bicarakan pada pembicaraan diskusi jurnalis dgn Prabowo.
Dan ada yang lucu bahkan merasa tau ,kalau kak Nana merasa malasa bertanya ke Prabowo , sedangkan pada fakta nya kak Nana sangat antusias untuk bertanya,dan bahkan sudah menemukan jawaban nya makanya kak Nana memberikan permintaan dengan landasan harapan,untuk di pantau RUU polri 
Point nya. Terkadang memang susah menjelaskan sesuatu hal yang rumit. Kepada rakyat Indonesia,karena memang kecerdasan mayoritas masih di banyak yang di bawah rata-rata .
Point nya ,Yang mau bertahan ,ya bertahan lah yang ingin pergi keluar ya pergi lah.
Karena memang kita saat ini tidak dapat mendapatkan semua nya secara instan saat ini untuk perubahan Indonesia.
Dan merasa tidak punya pilihan ya sudah berdiam lah menunggu waktu.","saya tidak pedulian ya dgn personal prabowo dan saya merasa sedikit kasian dgn kalian yang mungkin belum mampu mencerna apa saja maksud yang di bicarakan pada pembicaraan diskusi jurnalis dgn prabowo
dan ada yang lucu bahkan merasa tau kalau kak nana merasa malasa bertanya ke prabowo  sedangkan pada fakta nya kak nana sangat antusias untuk bertanyadan bahkan sudah menemukan jawaban nya makanya kak nana memberikan permintaan dengan landasan harapanuntuk di pantau ruu polri 
point nya terkadang memang susah menjelaskan sesuatu hal yang rumit kepada rakyat indonesiakarena memang kecerdasan mayoritas masih di banyak yang di bawah ratarata 
point nya yang mau bertahan ya bertahan lah yang ingin pergi keluar ya pergi lah
karena memang kita saat ini tidak dapat mendapatkan semua nya secara instan saat ini untuk perubahan indonesia
dan merasa tidak punya pilihan ya sudah berdiam lah menunggu waktu",id
